truth,predict,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28
18,18,1.6086916e-07,1.0680932e-30,9.043583e-12,7.199638e-18,6.905021e-06,5.1065816e-15,7.556203e-14,1.10521724e-10,5.8064916e-12,2.4328975e-11,3.3962721e-22,2.5687355e-11,5.5945844e-07,3.5911627e-05,8.4552966e-08,3.7525093e-15,2.3316649e-09,1.4541657e-19,0.99975103,0.00020302352,5.867446e-23,5.1101176e-19,2.3992108e-23,1.2169623e-09,5.4245028e-08,9.338278e-08,2.7151671e-17,2.174517e-06,9.016888e-23
10,10,4.7548025e-14,3.9864357e-13,1.6850118e-26,4.509641e-16,4.662323e-13,2.6659508e-22,7.2880343e-28,0.0,7.741196e-12,2.5324517e-30,0.9954823,2.8161387e-14,1.1791532e-12,1.2879744e-23,4.6806683e-17,0.0,0.0,1.1854595e-10,2.3737284e-19,1.8408654e-18,2.5875625e-11,0.0045177294,2.9552114e-12,1.8105464e-10,1.9173141e-29,2.2915602e-27,0.0,0.0,1.0307572e-28
24,24,1.0393139e-09,4.1783798e-17,5.990121e-16,1.3464864e-09,1.0629281e-09,0.027298959,2.0813177e-06,3.04153e-11,1.850262e-06,4.1937954e-05,9.0781315e-15,1.0250029e-05,7.4054114e-08,7.0875154e-07,9.942995e-07,0.00013461278,9.906792e-05,2.092122e-15,0.00026404258,0.00014084417,7.8615666e-22,1.9112259e-13,6.3578344e-12,1.0290838e-06,0.9720034,1.5164392e-12,7.19749e-08,1.4850033e-11,1.154672e-08
13,13,6.1750904e-14,3.8697096e-21,5.471121e-32,7.2510373e-19,2.231279e-11,2.5965166e-19,1.3041594e-08,2.0790229e-15,4.0614766e-05,1.8029972e-06,6.520135e-24,3.0009792e-19,4.5984893e-06,0.99995303,3.36799e-15,1.6995583e-21,1.7779131e-26,2.4208543e-21,9.040297e-10,9.857575e-13,8.742493e-32,5.858515e-25,1.0363107e-21,8.1358635e-11,1.5249173e-12,6.636867e-26,1.8130675e-13,2.7925575e-14,1.2489523e-28
5,5,1.8933961e-19,2.2385187e-34,4.2009626e-23,2.239563e-17,7.747877e-14,0.99999976,2.8542829e-07,8.064308e-15,4.677311e-17,2.3362815e-29,2.0967484e-28,1.713308e-21,1.06512435e-29,2.7722546e-22,1.4579081e-11,3.290204e-20,2.6137177e-29,0.0,5.8521857e-22,7.317883e-24,0.0,3.147408e-38,5.618741e-24,3.0336758e-38,1.4346578e-13,1.3766126e-37,2.0872412e-23,3.892452e-37,0.0
21,21,9.1690167e-10,1.1252105e-09,2.7843068e-09,9.924144e-12,8.454997e-11,2.5848206e-13,1.1059409e-18,1.4265826e-18,1.7868282e-11,1.3016903e-19,1.8207625e-07,5.28664e-09,5.688903e-11,7.4036687e-11,8.065165e-08,1.2512778e-21,6.108042e-22,0.018354343,4.957366e-09,2.3902119e-06,0.27901182,0.6964564,0.0006358666,0.0054312386,3.722681e-13,0.00010766813,7.095308e-12,1.075982e-12,2.3977903e-11
13,13,9.641993e-07,3.5738993e-16,4.0108935e-23,1.4156821e-11,7.878829e-06,6.48693e-05,3.082556e-13,5.4110107e-18,0.021794254,1.6273649e-06,1.8091694e-15,2.676863e-10,0.030925084,0.94667894,9.724564e-08,1.20754035e-24,2.6518557e-17,1.067637e-15,0.0005241979,1.5603898e-06,5.0529685e-21,1.2680335e-16,1.0326913e-15,2.1770767e-07,6.686626e-11,1.8635967e-22,3.498709e-07,7.665238e-13,6.539263e-25
23,23,2.0709582e-12,6.306197e-20,4.8253303e-26,3.2693571e-18,1.8927058e-12,9.0931006e-14,2.5702774e-14,5.231817e-18,1.0964651e-13,9.922801e-16,4.117607e-10,1.5865554e-14,0.0004836054,3.4438875e-05,2.7149904e-08,6.067294e-20,3.2735585e-13,5.994856e-06,8.297253e-06,5.9741455e-11,8.9666145e-07,1.794666e-05,1.3219017e-08,0.9994487,6.193298e-10,5.229421e-11,4.5657232e-12,2.1266755e-08,1.3979873e-18
23,23,5.951271e-08,9.648483e-07,1.0432142e-11,5.03067e-06,8.49751e-05,4.786269e-08,1.082937e-06,3.3186257e-10,5.456641e-05,1.3452669e-07,3.5512323e-05,4.625158e-06,2.5832364e-07,9.632342e-08,2.3081052e-08,4.9714908e-14,5.9033017e-12,4.0606288e-08,0.009133075,1.6770004e-05,8.824246e-11,8.572883e-07,8.682078e-06,0.99061954,3.3458655e-05,1.4055463e-09,2.0781249e-07,1.3397072e-08,1.1638411e-10
7,7,1.7210434e-25,8.540956e-36,9.205709e-29,1.0893731e-13,1.0276922e-28,1.9905635e-21,8.0937247e-07,0.9999938,7.925943e-17,6.4860114e-07,5.3888305e-21,2.454059e-25,8.6101636e-24,2.4613594e-20,8.286789e-17,4.7767808e-06,8.8674734e-11,2.7795806e-34,8.607291e-20,1.305124e-22,7.727438e-32,2.2333144e-31,5.2801515e-27,3.1103803e-21,4.0377236e-11,8.2360415e-34,2.091403e-10,1.5004259e-09,2.542205e-35
