truth,predict,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28
10,10,0.00014318315,0.0018808645,0.0003709506,0.040946152,0.00021892329,0.0003752216,1.5432363e-06,1.4794503e-09,0.006691939,1.8957933e-09,0.7542532,2.4698282e-05,0.00019039279,0.00017638168,0.0013859984,8.224151e-09,3.0771232e-09,0.0132793505,7.382551e-07,2.732642e-06,0.0008086528,0.09729906,0.081129305,0.00060714415,0.000114756665,1.0980593e-07,6.6252345e-05,3.2326745e-05,1.701442e-15
24,24,1.05818776e-13,2.3461223e-38,1.659862e-27,2.7844123e-29,3.9518886e-33,1.2873602e-23,9.56785e-28,1.6622614e-37,9.821395e-26,1.7236432e-17,9.2407103e-35,4.0380623e-27,8.117677e-22,4.0334923e-11,2.4093275e-10,1.2483234e-12,2.9163344e-08,4.9248065e-28,5.7368986e-13,1.3592254e-08,3.269548e-20,8.787687e-22,1.655e-27,1.0404108e-15,0.99998474,1.5255296e-05,8.777099e-11,2.7048496e-12,8.033952e-20
9,9,9.090632e-06,1.3638836e-09,2.8624384e-11,7.697786e-05,1.2404002e-09,0.003933385,0.0637519,0.04080888,0.0059518213,0.6184496,5.4900076e-05,2.504952e-12,5.741121e-06,4.8261965e-05,1.7462652e-08,5.6460744e-06,6.2430045e-06,0.0007764226,4.6997002e-07,2.6552598e-09,3.2766468e-06,3.16189e-07,3.4039482e-10,1.8984605e-06,0.26214665,5.2460702e-09,0.0039683804,9.1034366e-08,7.780486e-14
4,4,1.3806874e-13,2.9665141e-18,3.7235809e-34,9.9746515e-15,0.9999982,2.1754486e-08,2.3061217e-12,2.8876246e-38,1.1939042e-08,2.8466804e-20,3.2617154e-22,2.9039278e-09,1.8384624e-06,2.6257501e-11,4.5429058e-08,3.5573036e-23,5.184153e-35,6.090156e-29,1.7520863e-17,8.043737e-16,9.769694e-27,5.517948e-30,1.7899823e-21,1.3166364e-14,1.2173651e-13,2.6512043e-26,1.6891343e-33,9.4830635e-20,0.0
7,7,6.343923e-22,4.591823e-24,2.5522572e-23,1.0473377e-13,2.7705732e-25,1.3776352e-12,0.011185273,0.98880696,1.8595548e-12,8.620529e-09,5.9215186e-21,4.6188873e-27,5.133359e-19,2.83247e-17,1.8849523e-19,5.404407e-08,1.270226e-13,3.305368e-12,2.548507e-19,1.2229957e-21,9.485832e-14,4.546513e-13,5.636476e-14,2.1851914e-18,1.19761605e-08,7.204923e-27,7.722947e-06,4.337093e-11,2.1849776e-23
18,18,0.06661557,1.7893974e-08,1.7765468e-11,6.6039242e-06,3.6392337e-06,1.1933692e-07,5.5967725e-10,1.7781797e-12,2.0077749e-05,7.4849575e-09,2.2116147e-07,0.02794961,0.000146637,8.5867534e-05,0.0007952025,1.0141337e-15,2.9212945e-09,8.7199155e-08,0.8967606,0.000889986,9.223877e-06,4.2146153e-09,2.0920346e-05,0.006436796,6.686222e-09,0.00010600374,1.577654e-11,0.0001527176,6.48265e-23
1,1,3.9727464e-26,1.0,0.0,1.6489569e-19,1.2471373e-10,2.0478716e-22,1.0127693e-21,3.4969567e-28,1.3683661e-08,3.745277e-30,3.4236615e-12,1.17314696e-32,4.1822883e-15,3.3540906e-18,3.158286e-20,1.9209152e-37,0.0,3.9027983e-16,6.26104e-31,3.714301e-31,1.5525167e-21,1.2112612e-22,6.841729e-11,1.6816319e-21,4.9353813e-26,0.0,1.9737061e-29,0.0,0.0
13,13,2.9367454e-06,1.2775203e-11,9.918442e-18,6.009891e-13,1.7660636e-06,2.4634977e-05,9.493371e-14,1.4284374e-22,3.019368e-07,0.0005677734,2.9136106e-19,1.0572624e-12,0.0032744943,0.99250764,0.0034731515,1.8161735e-14,1.6109144e-13,1.64538e-10,3.432079e-05,1.5971816e-08,1.9373574e-09,2.9509107e-14,5.5142682e-14,0.00011229222,6.553752e-07,9.8931026e-15,1.296539e-16,4.38034e-13,2.7439614e-35
20,20,1.1837429e-09,1.5716229e-05,4.383322e-10,6.275805e-07,1.13329e-06,1.7127037e-10,9.70489e-13,1.3410299e-19,2.3766818e-08,1.6091925e-12,0.08679451,7.749614e-07,4.796879e-06,2.277899e-06,2.4636465e-10,4.765022e-19,3.523352e-15,3.9678023e-05,4.6717787e-08,3.4842872e-13,0.9120278,9.2688315e-05,2.0390658e-08,0.0010199513,3.4027936e-10,1.7405035e-15,6.7273373e-15,3.2444067e-13,8.7540115e-37
22,22,4.0416348e-21,3.5037786e-14,6.383264e-23,5.475772e-14,5.4512103e-14,2.102836e-21,4.3853696e-18,6.977915e-28,3.6821208e-13,2.547968e-13,1.0046872e-07,1.9773753e-15,2.436365e-07,1.623609e-06,7.110391e-08,3.536233e-14,3.1077313e-21,0.0008130381,5.4308464e-11,8.983526e-12,0.0132009955,0.11331955,0.8723986,0.00026576032,5.1671653e-12,5.4819683e-18,6.904085e-16,4.67113e-15,1.2123297e-36
5,5,6.1747283e-15,4.325518e-28,5.523163e-36,5.5578955e-26,1.3653015e-10,0.9999999,3.14051e-17,3.255286e-27,9.39321e-10,7.3047936e-08,2.8881852e-27,2.7187952e-26,7.017997e-09,6.5766774e-11,9.482619e-18,4.425388e-15,9.8634983e-23,2.3448997e-35,1.00369346e-19,3.1245135e-22,1.342051e-26,1.428899e-35,1.2286006e-29,9.4472564e-21,1.00807964e-11,1.639111e-26,7.58449e-27,8.1925785e-24,0.0
16,16,5.9750043e-18,0.0,1.0640531e-28,5.6930026e-32,9.4561404e-26,9.241941e-21,7.6320477e-38,0.0,2.3633552e-27,1.4220745e-13,3.7343883e-32,1.3349e-23,1.8477755e-24,1.9808216e-08,2.5405273e-18,8.7525244e-15,0.99953103,0.0,1.7023752e-15,3.4249986e-17,8.6888363e-26,3.6947094e-34,3.2061213e-38,7.614754e-28,2.1636256e-16,2.5540453e-13,2.9219716e-29,0.0004689707,0.0
10,20,4.2721985e-12,5.1119135e-12,4.3719134e-10,3.6324163e-10,1.9710228e-14,5.1998475e-12,1.6058178e-17,1.7230357e-23,4.314792e-11,5.873838e-17,0.1597226,4.5882786e-09,8.2832075e-12,1.3068514e-09,1.0738564e-11,4.567384e-24,2.1919977e-17,0.0010103392,1.0360281e-11,4.1767527e-12,0.83812135,0.0011442597,1.172673e-06,3.0918858e-07,2.1114937e-12,5.611016e-17,5.073488e-15,5.682095e-14,1.5934558e-31
28,28,3.8643145e-13,3.038378e-15,7.642322e-13,2.1865294e-19,6.859756e-19,2.930666e-14,1.6135774e-12,7.501885e-17,1.350562e-16,1.2908546e-10,5.3243885e-15,3.334991e-17,1.8493806e-18,3.2157125e-14,3.6244777e-14,1.7258117e-08,4.0130357e-09,2.347186e-16,2.5735474e-15,1.663993e-14,1.6144338e-15,2.2244998e-10,1.2373354e-12,1.9516784e-14,3.592197e-08,7.4335427e-10,0.000107200925,1.3516762e-11,0.9998927
3,3,6.4326734e-20,1.5541771e-19,8.0418904e-28,0.99999976,7.9151185e-08,4.684525e-17,6.998955e-18,3.7202568e-38,2.5325203e-10,5.642786e-28,6.7738317e-22,1.1642037e-17,1.7138452e-12,1.8402107e-19,1.1629312e-07,4.160876e-34,0.0,9.8818757e-23,1.7768237e-18,5.3623356e-18,1.748039e-22,3.2888835e-29,5.6843873e-24,2.4443997e-13,6.3000087e-19,3.7862492e-28,3.7158552e-33,7.13921e-31,0.0
18,18,3.2443426e-10,6.8302875e-24,9.609755e-12,3.6631852e-13,6.748731e-16,4.8049727e-17,9.4270147e-23,5.8263026e-37,2.3402439e-20,1.29766366e-17,2.6638132e-12,1.9599358e-09,2.0234567e-07,0.017004551,4.401021e-05,9.57038e-18,2.9712424e-10,9.4652967e-07,0.9825378,2.9265482e-06,5.8290818e-05,6.4427574e-08,4.2304617e-13,0.00033780423,3.1999912e-07,1.3669671e-07,1.88612e-14,1.2886026e-05,3.9779063e-31
10,10,9.806752e-14,1.6205777e-09,8.059128e-17,1.3237195e-05,1.8330977e-12,4.730922e-19,9.463396e-31,0.0,5.1016632e-20,7.91608e-38,0.9999839,6.9281075e-10,2.3197298e-19,3.374262e-14,4.7366917e-15,0.0,8.074129e-36,5.3365428e-09,5.613834e-23,9.816241e-29,2.7801336e-06,1.1072701e-07,2.0883028e-12,6.215354e-13,2.1128455e-28,2.921182e-26,1.07892374e-32,5.872652e-27,0.0
13,13,0.00093337084,0.0036472965,5.118837e-13,1.5072175e-06,0.04292648,1.1016868e-07,4.5035105e-08,3.302481e-13,0.0021467947,3.8496875e-10,0.00015431941,1.7795559e-08,0.0029610205,0.94611794,3.4288246e-07,2.46387e-18,2.0240084e-14,1.9794483e-05,0.00019588413,3.331028e-11,2.437973e-06,4.0121406e-05,0.0003523699,0.0004998857,1.3254075e-07,1.8236293e-13,1.2354378e-11,1.9416552e-12,5.7296585e-31
6,6,9.8208656e-11,1.1423852e-09,9.81512e-14,0.00014488067,6.561241e-14,0.00022591065,0.9593414,0.03978552,0.00035822045,6.49055e-06,8.917282e-08,4.2571492e-16,3.7890513e-13,5.499908e-13,8.091366e-10,4.6949883e-10,1.8490778e-10,2.568279e-09,9.778185e-09,1.2497878e-12,6.3592946e-12,5.886381e-08,6.9560746e-10,1.5974242e-08,5.3056483e-06,1.7190607e-15,0.0001320654,5.835141e-11,8.091688e-14
8,8,1.2712312e-09,1.4585437e-10,7.8989674e-20,2.1410855e-07,1.9299426e-07,1.8610724e-08,6.062449e-13,3.184315e-16,0.9977673,3.5639006e-14,1.0891675e-05,1.8729825e-06,9.504435e-08,1.5252068e-09,8.194614e-09,3.3319098e-21,3.7878846e-20,9.632346e-07,6.257353e-12,5.9423573e-09,6.796657e-09,2.506339e-12,0.002218319,8.078788e-10,5.5356956e-13,1.2736351e-11,8.287226e-16,3.1088318e-15,1.697711e-32
23,23,6.1454216e-13,9.265611e-17,1.1015647e-18,8.5581184e-13,5.6925723e-12,4.243373e-15,1.1499223e-15,1.0875722e-27,3.7608583e-13,3.65412e-10,9.241605e-10,3.1063694e-09,0.00013237834,0.0008741287,2.4251014e-05,1.8556294e-10,3.7497396e-14,0.00092137634,0.0020223001,3.6885938e-06,0.0002929333,0.006450953,0.0010751331,0.98820275,1.4782248e-07,6.098378e-09,9.158485e-13,4.754579e-09,1.894519e-24
22,22,4.733889e-20,4.2542434e-19,9.716358e-18,1.7871745e-08,5.550209e-19,2.5133639e-12,1.7953007e-06,3.217893e-08,1.2398483e-09,1.2315782e-12,3.1951906e-19,3.584209e-19,5.5153315e-08,4.4561146e-11,3.090848e-08,5.625887e-10,3.6903555e-14,0.00041092612,6.0126405e-12,1.5467222e-10,2.3288874e-07,7.909885e-06,0.99956626,3.7412533e-06,1.8268182e-07,2.400492e-20,8.805394e-06,4.8522724e-09,6.7773713e-25
5,5,5.8049918e-05,6.686748e-19,6.941929e-09,1.3723865e-12,6.458404e-10,0.99949884,1.2157427e-18,2.4108544e-21,1.2278238e-06,2.9329382e-07,7.194378e-14,2.0892467e-07,1.0424166e-09,7.779016e-08,1.1598541e-05,1.5370351e-12,5.796615e-09,2.9792125e-13,2.5791647e-07,3.7675063e-06,1.7755154e-16,1.4109193e-13,1.9857095e-15,5.433544e-14,1.0501621e-08,0.00042561072,4.2383813e-12,2.5303176e-08,1.15522564e-10
12,12,2.4119062e-08,4.8000167e-23,4.4966903e-13,1.3278452e-25,8.0194004e-16,1.9898673e-10,7.211693e-25,3.8325553e-33,5.4792386e-16,1.5408387e-10,2.026319e-20,5.8409696e-12,0.9939083,0.0054077497,5.260026e-06,8.7066794e-14,8.945923e-10,8.37079e-09,3.0441317e-05,1.4710087e-05,5.2471063e-09,1.9161207e-17,1.2207653e-17,0.00063160533,2.0342203e-07,1.5122861e-08,3.5062946e-14,1.6826696e-06,3.9033852e-22
16,15,1.2373835e-11,3.2900257e-21,5.6011338e-14,1.0994075e-16,1.9716428e-11,1.1793478e-07,4.544244e-09,1.8807806e-11,3.605621e-21,1.487996e-07,1.0594493e-17,3.8697698e-11,2.0661929e-11,3.6061103e-09,3.238535e-11,0.9788937,0.02110337,8.736543e-22,2.944664e-13,2.1170604e-18,2.9244715e-19,5.994148e-20,5.372646e-21,6.9146535e-15,2.8305794e-07,1.06440986e-13,7.0289296e-08,2.3667626e-06,1.6108327e-18
19,19,1.6500555e-05,2.1835853e-12,2.778853e-19,3.1663217e-17,0.01830057,2.4825304e-14,1.3156564e-17,2.4386914e-33,1.315179e-07,1.26580775e-20,1.0150494e-15,1.7104512e-06,2.9712588e-05,3.4471948e-12,4.115182e-08,1.9663606e-23,7.9551036e-22,3.7077627e-13,0.00012915106,0.97865045,3.1315858e-15,1.708417e-15,1.5772091e-15,0.0028716403,9.3812955e-17,9.142281e-09,6.4151353e-16,6.8254645e-16,3.9041007e-33
0,0,0.63444376,6.7017736e-17,1.01231415e-14,2.8621488e-17,8.116836e-10,4.6231522e-05,1.5249019e-10,4.3380196e-22,0.00057308224,0.3640425,1.1674921e-20,2.451956e-07,0.00026416342,1.3683147e-05,6.653279e-08,2.1642428e-08,6.457832e-09,6.402811e-17,3.6735578e-06,0.00021877998,9.67959e-13,1.18376e-16,4.000368e-14,2.6603616e-06,6.629171e-05,0.00032475774,6.881308e-12,5.9251157e-08,2.0883949e-15
14,14,4.845359e-07,7.8765314e-15,9.211447e-07,0.010725273,4.1420985e-06,1.3461251e-05,2.5034816e-10,3.833785e-14,2.7726323e-08,9.347914e-13,1.8373117e-05,0.04356459,8.08014e-05,0.00019099016,0.943492,1.7313643e-14,2.9777052e-08,4.9621813e-12,0.0009492116,1.2234577e-06,1.6145098e-08,2.3010375e-07,9.948343e-08,0.0004118536,1.5283537e-12,3.3852845e-07,1.9114803e-11,0.0005459312,1.5943387e-25
17,17,2.0626924e-21,1.6306943e-17,5.579763e-25,1.9053749e-19,3.882467e-19,7.023986e-21,3.9285634e-26,0.0,1.2367269e-22,2.6916387e-32,2.0526634e-11,1.9917207e-17,5.6226847e-19,4.0001933e-21,2.8695671e-24,0.0,6.8004357e-35,0.99995506,2.3341035e-20,1.16906e-25,4.498244e-05,4.69685e-13,1.6499831e-20,1.6506871e-10,2.526227e-25,7.132591e-27,2.2612475e-34,1.50574765e-33,0.0
