truth,predict,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28
3,3,4.1964018e-14,1.5167956e-10,5.8697565e-12,1.0,6.7222044e-12,1.130781e-17,6.586201e-20,7.504943e-34,1.8065468e-19,0.0,3.0625575e-13,9.664598e-10,1.0121398e-21,5.4620286e-27,4.5021296e-12,6.612305e-28,9.349709e-35,1.4415106e-16,1.4660353e-28,3.4282837e-22,4.1458747e-18,9.253631e-18,5.462797e-28,7.021514e-29,0.0,2.8906514e-29,2.918555e-34,1.6590884e-36,0.0
25,24,3.892254e-11,3.8738093e-20,1.8918392e-10,8.94609e-10,5.2608678e-11,2.6301484e-06,9.432804e-17,9.159373e-18,6.1603873e-09,2.3844184e-09,8.043951e-13,2.1054394e-08,5.338388e-07,2.8748227e-05,1.0054653e-06,0.00055998587,3.3011213e-07,1.7877647e-10,1.1030011e-05,0.00040050474,2.3205753e-10,5.2398914e-06,4.2544693e-07,2.5725936e-05,0.99803776,0.00026733082,0.00065864524,8.306726e-08,1.8463656e-14
0,0,0.9796108,3.9462364e-11,1.2762606e-05,8.594019e-07,9.814084e-06,4.337476e-05,1.1056865e-07,2.91021e-15,1.0442515e-07,1.129071e-10,1.1362018e-07,5.4015673e-05,0.02002624,9.7474054e-05,5.1298346e-05,7.773021e-07,1.5989116e-12,1.009739e-09,9.872834e-07,6.246897e-06,3.2007682e-07,1.4718906e-09,2.7553662e-09,1.9307776e-10,2.2457014e-05,6.210523e-05,3.3943919e-09,6.463827e-08,8.2279824e-20
6,6,1.1312745e-25,5.3540505e-13,2.78834e-21,5.7548537e-15,3.2095637e-16,1.5207279e-19,0.9999521,2.8817312e-06,2.0218074e-07,4.1989683e-08,3.009217e-20,5.911348e-27,8.358403e-12,2.3049623e-10,7.233392e-15,4.3989877e-15,1.1517826e-20,2.6177575e-19,3.29486e-26,1.0652583e-18,1.0340904e-21,4.0289875e-21,1.0393605e-24,1.4373557e-17,6.414208e-13,2.1155881e-25,6.366829e-17,4.476696e-05,9.593106e-16
21,21,8.5518475e-20,7.2898887e-10,1.0200827e-22,6.3441474e-09,1.7164715e-12,3.6846754e-13,1.0126958e-16,8.534475e-28,3.8564356e-09,1.3595058e-25,0.0029497263,5.190806e-17,2.5819246e-19,2.238266e-19,1.620977e-16,2.8117465e-25,2.0546379e-34,1.2525841e-09,5.1171887e-20,9.816133e-17,4.5520568e-10,0.99702257,2.774822e-05,4.716571e-11,1.5929397e-15,6.4566866e-17,2.7233397e-15,4.466593e-21,3.1431365e-26
3,3,1.3214257e-19,1.0688505e-11,7.845075e-17,1.0,1.8345326e-13,1.9702438e-16,9.1530965e-15,2.4233432e-28,1.3049162e-10,1.2545502e-28,8.847233e-12,6.370394e-12,2.8265746e-24,6.142697e-26,6.732606e-17,1.9394293e-26,3.7898258e-32,1.4177609e-12,5.2724315e-21,1.026404e-16,1.9725009e-15,5.6774577e-15,3.539588e-17,4.8270243e-15,7.385128e-33,1.5987756e-23,2.530318e-22,1.142591e-27,6.1060595e-35
22,22,1.4157293e-08,2.3287523e-09,4.519148e-12,1.2976661e-05,1.1170898e-09,2.7753853e-09,1.2619935e-12,1.321066e-11,0.00012804929,5.710298e-16,0.0074904915,3.0050728e-08,5.7984666e-11,3.1552398e-09,5.8878805e-11,2.4346619e-17,1.2706314e-22,0.0001942906,1.5339732e-10,1.0402054e-10,3.611291e-06,0.014082467,0.97808814,1.063028e-11,7.3874476e-16,2.8336964e-12,3.252036e-08,2.3592882e-16,6.0401027e-21
20,20,0.00018937762,4.2552765e-07,1.979367e-05,2.8030658e-05,1.5551408e-05,8.8111484e-08,1.0675683e-09,1.6534886e-09,4.895802e-06,2.629901e-07,0.0012556127,2.2859756e-06,0.0003217406,0.00020860287,0.0042772577,0.0005983678,0.0012402869,0.21217695,0.04993451,0.000111548296,0.39579585,0.2658723,0.0040882207,0.015052032,0.00086407474,4.3440326e-05,0.047782857,9.542041e-05,2.0222793e-05
15,15,5.888598e-11,2.5810896e-30,8.824304e-14,6.3781428e-18,2.1432365e-16,4.856695e-08,5.062482e-07,1.6037227e-16,1.03151805e-17,0.007363467,5.334832e-26,6.747799e-14,4.8418016e-09,3.1391966e-05,9.547776e-10,0.99208164,3.501593e-05,1.4486601e-24,3.870164e-10,8.5291125e-09,4.0782944e-28,5.918709e-22,1.2482875e-27,4.036238e-15,0.0004115987,1.846881e-12,1.3740946e-07,7.610958e-05,3.262151e-18
6,6,8.4496277e-13,1.1576216e-13,6.429495e-14,1.1605094e-12,5.0537213e-12,2.0998225e-10,0.99488467,0.0020275302,0.00020411643,0.0016878386,2.1273688e-06,5.748596e-14,1.0603163e-06,1.130652e-06,2.6402006e-10,3.6507412e-05,1.3682994e-11,2.9645488e-09,1.437191e-11,1.2800215e-10,3.307668e-08,8.224059e-07,1.2121525e-09,2.2711437e-09,0.0004166362,1.04854236e-13,7.5512958e-06,0.00072995824,8.267557e-12
17,17,1.7261906e-10,6.975679e-05,3.5684897e-09,9.266315e-06,1.461995e-07,1.7947229e-12,1.6092833e-15,1.9692034e-21,2.768161e-12,9.519019e-17,0.0020268583,1.0468997e-10,4.1144648e-13,1.6408449e-06,7.0428645e-09,2.1638653e-17,2.1740257e-17,0.9864784,3.314952e-08,2.2513586e-11,0.00306118,0.008350898,1.1972744e-06,6.193255e-07,4.9285455e-15,8.813471e-12,5.1966244e-11,2.8989236e-11,1.7719555e-14
7,7,1.4249508e-16,2.06312e-25,1.7062545e-18,9.558877e-21,7.7492406e-18,5.584575e-13,0.00014330492,0.99965334,3.5952636e-12,8.794658e-05,2.8939997e-19,7.849506e-25,6.121009e-13,3.6959136e-09,4.903506e-16,1.6384573e-05,3.94934e-12,1.2287744e-22,1.2862889e-18,1.4107969e-15,7.614108e-30,3.0760388e-22,6.340498e-25,1.903311e-19,8.7109964e-10,3.5093595e-28,9.8967044e-05,1.2455077e-07,2.4608067e-17
0,0,0.4941139,0.0036830162,1.5693203e-08,4.50517e-07,0.48691285,4.9607706e-07,3.081684e-11,1.9007643e-13,0.00011983807,8.4785075e-11,0.00028731543,6.2748454e-06,0.00022435978,0.00017818024,2.0050102e-06,6.4059823e-15,1.16699766e-17,5.211601e-05,0.014069666,0.00015339529,1.106516e-06,1.1525681e-06,0.00012641704,6.7360335e-05,3.5699905e-08,3.2992258e-09,1.7973548e-08,3.5215223e-11,9.074283e-17
